textid	text	condition	label
489	AWESOME! STREET ARTIST SABO TARGETS Hollywood Liberals With TRUMP ’24’ Spoof Posters	news	1
490	GANG OF DOMESTIC TERRORISTS Violently Attack Lone Trump Supporter For Putting Out Huge Fire Started On Street In DC [VIDEO]	news	1
491	OBAMA GIVES FINAL THOUGHTS On Trump Presidency: He’s ‘a Comma’ in ‘the Story of Building America’	news	1
492	THE “PEACEFUL” TRANSITION Of Power Continues As Domestic Terrorists Light Limo In D.C. On Fire [VIDEO]	news	1
493	TEMPERS FLARE IN DC: BIKERS FOR TRUMP Break Through Protester Line…Rioters Trap Wife Of Trump Supporter…Trump Bikers Brawl With Masked Protesters [VIDEO]	news	1
494	CLASSIC! UNHINGED LIBERAL Loses It…Screams “Nooo!” As Soon As Trump Is Sworn In [Video]	news	1
495	THE BEST WAY To Clear Soros’ Anti-Trump Rioters Out Of DC Can Be Found On One Piece Of Paper	news	1
496	SICKENING: SOROS’ PROTESTERS Block U.S. Air Force Vets From Entering Inauguration Ceremony [VIDEO]	news	1
497	VIDEO: CROWD Chants “LOCK HER UP!” As Crooked Hillary Is Introduced At #Inauguration	news	1
498	BREAKING: VIOLENCE ERUPTS Outside Of “Deploraball,” Streets Of D.C. Against Trump Supporters [VIDEO]	news	1
499	SHOCKER! BRATTY KID WHO SAID “Screw Our President!” Is Drew Carey’s Son! [Video]	news	1
500	TRUMP BRINGS LOVE FOR AMERICA BACK TO DC! President-Elect Trump Wows Crowd With Awesome Speech At Union Station [VIDEO]	news	1
501	Conservative Author DESTROYS Hypocrisy, Misplaced Outrage Of Gay Activists Dancing Near Pence Home [VIDEO]	news	1
502	WATCH MICHELLE OBAMA Take One Last Walk Through The House She Was Forced To Wake Up In Every Morning, Knowing It Was “Built By Slaves”	news	1
503	BREAKING: CLOSE FRIEND Of Bill And Hillary Clinton, Huge Democrat Donor ARRESTED For Threatening To Kill President-Elect Trump At Inauguration	news	1
504	BEYOND SICK! CNN Runs Segment To Explain How Obama Appointee Will Take Over As President If Both Trump And Pence Are Assassinated At Inauguration [VIDEO]	news	1
505	SOCIALIST Bernie Sanders Asks Trump’s Pick For Education Sec If She’ll Agree To FREE College…Gets Embarrassing Public SMACK DOWN [VIDEO]	news	1
506	WHOA! “Canada’s Donald Trump,” Billionaire And Shark Tank Host Kevin O’Leary Announces Run Against “Canada’s Barack Obama” [VIDEO]	news	1
507	WHAT’S WRONG WITH THIS PICTURE? 5 Anti-Trump Activists On Magazine Cover Just Made Us Detest Them Even More	news	1
508	N. DAKOTA LEGISLATOR Proposes Bill To PROTECT MOTORISTS If They Hit Pipeline Protesters Intentionally Blocking Roads	news	1
509	VIETNAM VET, MILITARY “Lifer” DESTROYS Crybaby Democrats In Scathing Letter: “I sometimes wonder if I’ll get to heaven, but if I go to hell, I’m sure I’ll still be a few hundred floors above that bastard…”	news	1
510	BREAKING: Anti-Trump Radicals Caught Discussing Plans To SHUT DOWN METRO TRAINS In DC During Inauguration [VIDEO]	news	1
511	“RACIST” CONSERVATIVE Viewers Of The O’Reilly Factor Have Raised Over $600K To Help Fund Black College Band’s Trip To Trump Inauguration…Leftist HATERS Go Ballistic! [VIDEO]	news	1
512	USA TODAY ARTICLE Blames Whites For MLK Murder: Whites killed MLK. Now we honor him…Centuries of kidnapping, torture, murder, rape”	news	1
513	DISRESPECTFUL DEMS EXPOSED! You’ll Never Guess Who Also Boycotted George W. Bush’s Inauguration [VIDEO]	news	1
514	TOBY KEITH Has AWESOME Response To Crybaby Attacks Over Trump Inauguration Performance [VIDEO]	news	1
515	WOW! MACON, GA RESIDENT SLAMS Rep John Lewis: “What have you accomplished? Why don’t you go on the news and talk about the black-on-black terrorism that’s happening in Chicago?”[VIDEO]	news	1
516	BREAKING: LEFTISTS CAUGHT On UNDERCOVER VIDEO Planning Acts Of Violence, Terrorism At Trump Inauguration…”If you try to shut us down, we will go to your house and burn it!”	news	1
517	DEMOCRAT CONGRESSWOMAN, WIFE OF FELON Threatens Paul Ryan On Twitter Over Cutting Federal Funds To Kill Babies	news	1
518	UNHINGED FEMINIST PROTESTERS MAKING ‘P*SSYHATS’ To Wear At The Anti-Trump March	news	1
519	TREASURY DEPT Depicts Lady Liberty As A Black Woman On New U.S. Coin	news	1
520	Canadian Woman DESTROYS Liberal Prime Minister Trudeau Over Socialist Carbon-Tax Policy: “How is it justified for you to ask me to pay a CARBON TAX when I only have $65 left of my paycheck every 2 weeks to feed my family?” [VIDEO]	news	1
521	TRUMP PUT JENNIFER HUDSON And Relatives Up Rent-Free In Trump Towers After Her Family Was Murdered…So Why Isn’t She Performing At His Inauguration?	news	1
522	BREAKING: BLIND OPERA SINGER Gets DEATH Threats From Left…Forced To Back Out Of Performance At Trump Inauguration [Video]	news	1
523	BOOM! LEADERS Of 34,000 Black Churches Tell Members To Turn Backs On Race-Baiter-For-Hire Al Sharpton’s D.C. March Against Trump	news	1
524	LOL! TRUMP Responds To RACE-OBSESSED Congressman Lewis After Calling Him An “Illegitimate President”…MEDIA ATTACKS “Loathsome” Trump [VIDEO]	news	1
525	HYPOCRISY ON STEROIDS: Check Out HATEFUL Trump Bullies In Anti- Bullying Ad For Kids [VIDEO]	news	1
526	MEDIA ATTACKS TAYLOR SWIFT Over Refusal To Criticize President-Elect Trump	news	1
527	CONSERVATIVE Women DESTROY Crybaby, Safe Space Feminists Over Women’s March Against Trump’s Inauguration…And It’s HILARIOUS!	news	1
528	TRASHY, AGING Pop-Star Madonna Uses Picture Of Pubic Hair To Recruit Females For Anti-Trump Inauguration March	news	1
529	WOW! Christian Author Gives UNEXPECTED And BRILLIANT Answer To Muslim Law Student Who Claims She’s Worried, “We Portray Islam And All Muslims As Bad” [VIDEO]	news	1
530	OOPS! UKRAINE Caught Colluding With Democrats To Help Hillary Win Election…President Poroshenko Scrambling To Repair Damage With Trump	news	1
531	DRAIN OBAMA’S RADICAL SWAMP! Rep Chaffetz Calls Out OBAMA APPOINTED Fed Gov Ethics Director Over UNETHICAL Public Criticisms Of Trump	news	1
532	LEFTIST FREAKS OPENLY CALL For Non-Peaceful Inauguration Actions: “We Are Not In Favor Of A Peaceful Transition Of Power…After The Election, You Saw This Great Spontaneous Upsurge In Spontaneous Anger In The Streets” [VIDEO]	news	1
533	“BIKERS FOR TRUMP” Vow To Defend Trump During Inauguration Day…Plan Celebration! [Video]	news	1
534	MUST WATCH VIDEO: HERE’S WHY “DEEP STATE” Is At War With Trump As Democrats Cheer [Video]	news	1
535	IS OBAMA PUNISHING Fiat-Chrysler For 2,000 US Jobs, $1 Billion US Investment Announcement? Fiat-Chrysler CEO Says EPA Allegations Are ‘Absolute Nonsense’ [VIDEO]	news	1
536	HERE’S WHY L.L. BEAN Is Being Boycotted By The Loony Lefties And What YOU Can Do About It!	news	1
537	NICOLE KIDMAN BREAKS RANKS With Hollywood Leftists…Speaks Out In Support Of Trump’s Presidency [VIDEO]	news	1
538	RADICAL ERIC HOLDER STIRS THE POT…Claims Republicans Won Election By “Rigging The System” [Video]	news	1
539	Was A Washington Post Reporter Caught Snapping Photos Of Tillerson’s Notes During Confirmation Hearings Break? [VIDEO] UPDATE: WaPo Reporter Finally Says It’s Not Her	news	1
540	BOOM! SENATE PASSES Obamacare Repeal Resolution In ALMOST Unanimous GOP Vote…One Former GOP Presidential Candidate Whispered “No”	news	1
541	EMBARRASSING!…Obama’s Farewell Speech: “There have been no terrorist attacks on US soil during my 8 years”…Except For The Ones I’m About To List [VIDEO]	news	1
542	FRONT-ROW FELON! Americans Are Stunned To See Who Sat In FRONT ROW At Obama’s Farewell Speech [VIDEO]	news	1
543	LOL! This One Picture Sums Up Trump’s BRUTAL SMACKDOWN Of Mainstream Media At Today’s Press Conference	news	1
544	SAY WHAT? Trump-Hater, RINO John McCain Admits HE Handed Smear Dossier Outlining Claims Of Kremlin Blackmail To FBI	news	1
545	BREAKING…AMERICA WAS PUNKED! No Direct Ties Between Trump And Russia…Intelligence Community Behind Assault On Trump [VIDEO]	news	1
546	REPORT: WHY HILLARY WONT’ ACCEPT Obama And Valerie Jarrett’s Invitation For Post-Inaugural Gathering To “Lay Groundwork For The Offensive Against Trump”	news	1
547	BOOM! CLOCK BOY’S DAD LOSES Defamation Case In District Court: “The lawsuit filed by Clock Boy’s father is yet another example of Islamist law fare” [VIDEO]	news	1
548	MERYL STREEP PROBABLY FORGOT The Time Obama Actually DID Mock Special Needs Kids On Jay Leno Show [VIDEO]	news	1
549	SICKENING! MTV HOST MOCKS Senator Jeff Sessions’ Asian Grandchildren	news	1
550	OBAMA MAKES STUNNING 11th Hour Gift Of Massive Uranium Shipment To Iran…As Iran Develops Long-Range Missile Plan	news	1
551	LOL! $45 MILLION DOLLAR WHOOPI Complains Conservatives Prevented Her From Making A Living [VIDEO]	news	1
552	DIAMOND AND SILK Give It To “Underhanded” Meryl Streep [Video]	news	1
553	U OF CHICAGO Admissions Blames Trump For Chicago’s Violent Image…Offers Students CASH For Best Idea Of How To Deceive Prospective Students About Violence [VIDEO]	news	1
554	NOT EVERY HOLLYWOOD ACTOR Approved Of Meryl Streep’s Anti-Trump Rant Last Night…Check Out Vince Vaughn And Mel Gibson’s Reactions	news	1
555	NATIVE AMERICAN TRIBE Will Offer Cash To Schools To STOP Using Indian Mascots…While 1 IN 3 Native Americans Live In Poverty	news	1
556	BOOM! TRUMP Holds “DISHONEST MEDIA” Accountable : NBC Cuts 9 Minutes From Kellyanne Conway Interview…Trump EXPOSES Them On Twitter [VIDEO]	news	1
557	RON PAUL SUMS Up Obama’s #FakePresidency In One BRUTAL Facebook Post	news	1
558	OBAMA FINALLY BUILDS BORDER WALL…But There’s One Problem…It’s ONLY For The Obama’s	news	1
559	DECLASSIFIED US INTEL REPORT Used To Discredit Trump Is Huge Embarrassment…Evidence Was Compiled In 2012 After OBAMA’S Reelection	news	1
560	A-LIST DEMOCRATS Attend Obama’s Last Taxpayer-Funded Gig At The White House [Video]	news	1
561	OBAMA’S Mexico Gun-Running, Race-Baiting, Former Attorney General Hired By State Of CA To Help Fight Against Trump	news	1
562	BREAKING: OBAMA Regime Announces Federal Takeover Of Elections [VIDEO]	news	1
563	BOOM! Trump Drains Obama Swamp…Mandates All Ambassadors Vacate Positions “Without Exceptions” By Inauguration Day	news	1
564	PAUL JOSEPH WATSON EXPOSES Lunacy Of Leftists Who Try To Separate Black Lives Matter From Kidnapping, Torture Of White Disabled Teen By 4 Black Thugs [VIDEO]	news	1
565	WITH 15 DAYS REMAINING In Office…Obama Suddenly Takes An Interest In Chicago Crime…Discusses Commuting Crooked Politician Rod Blagojevich [VIDEO]	news	1
566	DEM STRATEGIST Says Torture OF White Special Needs Teen By Black Thugs NOT A Hate Crime “If It Was About Things Trump Said” [VIDEO]	news	1
567	SECOND MAJOR MAKEUP MANUFACTURER Chooses Man With Razor Stubble To Be Face For Their Products	news	1
568	HE WAS SO CLOSE: We Were “Obamerica”…We Were More Tolerant…More Guilty…The End Of The 1st And 2nd Amendments Were Only A Clever Campaign Away…And Then America Woke Up	news	1
569	UNREAL VIDEO: White Guy Kidnapped And Assaulted By Thugs…Forced To Say: “F*ck Trump” And “F*ck White People” [Video}	news	1
570	WAS “OPEN-BORDERS” Angela Merkel Behind $4 MILLION Taxpayer Funded Donation To Hillary’s “Foundation” One Month Before Election?	news	1
571	JULIAN ASSANGE REVEALS John Podesta’s Hilarious Email Password…”A 14 Year Old Kid Could’ve Hacked Podesta” [VIDEO]	news	1
572	WOW! SARCASTIC MIKE BARNICLE Gets An Earful From Kellyanne Conway For Saying Republicans Weren’t “Fair” To Obama [Video]	news	1
573	JULIAN ASSANGE GETS EMOTIONAL Over His Family, Especially Young Children, During Exclusive Sean Hannity Interview [VIDEO]	news	1
574	THINGS ARE ABOUT TO GET UGLY: GOP Introduces Plan To Stop $44 BILLION In Obama’s Last Minute Taxpayer Funded Regulations	news	1
575	INVITED POP STAR SAYS SHE’LL PERFORM At Trump Inauguration ONLY If She Can Sing Song About Lynching Blacks	news	1
576	SHOCKING AUDIO RELEASED Of John Kerry Discussing Obama Allowing The Rise of ISIS To Help Regime Change In Syria	news	1
577	BREAKING: FORD CEO CITES TRUMP In Announcement To Scrap $1.6 Billion Mexico Plant…Will Invest In MI Instead [VIDEO]	news	1
578	BREAKING: FORD ANNOUNCES $700 Million U.S. Investment…Jobs, Jobs, Jobs! [VIDEO]	news	1
579	BUH-BYE MEGYN…The Woman Who Miscalculated Her Power With Viewers Is Leaving FOX To Join Liberal, Anti-Trump NBC	news	1
580	TRUMP TWEET STORM On Obamacare Sets Up Battle with Democrats On “Lousy Healthcare” [Video]	news	1
581	VALERIE JARRETT CLAIMS OBAMA’S Presidency Was “Scandal-Free”…Here’s A LIST Of Obama’s Top Scandals That Prove She’s Lying [VIDEO]	news	1
582	TRUMP KICKS Pro-Amnesty, Globalist Koch Brother And “Author” Friend Off His West Palm Beach Golf Course	news	1
583	HOLLYWOOD HYPOCRITES: These Lefty Celebs Play For Brutal Dictators But Not For Trump	news	1
584	YES, Obama CAN Appoint A Supreme Court Justice Before He Leaves…But Will He?	news	1
585	TAKE IT DOWN! BLM Supporter, Dem Congressman Hangs COP-HATING, Race-Baiting Art-Work In U.S. Capitol Building	news	1
586	DISGUSTING! USA TODAY Video Suggests “Trump Era” Will Make Traveling Unsafe…Rebuttal Video Already Out! [Video]	news	1
587	ARE ANGRY LEFTISTS Planning Violent Communist Revolution?…“It is their goal to “block, obstruct, disrupt” Trump’s Inauguration	news	1
588	CHECK OUT TRUMP’S HILARIOUS New Years Eve Tweet To His “Many enemies”	news	1
589	BREAKING: Federal Judge STOPS Obamacare Transgender, Abortion Related Protections	news	1
590	BOOM! TOMI LAHREN’S Top Tips For Liberals In 2017 [VIDEO]	news	1
591	LIBERALS SEE THE LIGHT! HuffPo Columnist LETS IT RIP On The Obama “Destruction” Of The Democrats [Video]	news	1
592	BREAKING: DEMOCRAT Makes Shocking Statement Regarding DNC Pick Keith Ellison [Video]	news	1
593	SHERIFF CLARKE Destroys Idiocy Of Gun Control In Democrat Ghetto Hell-Holes Like BLOOD-SOAKED CHICAGO	news	1
594	MEXICAN ILLEGAL ALIEN DEPORTED 19 Times Arrested For Raping 13 Yr Old Girl In Kansas	news	1
595	CLINTON’S BEG For Cash As Foundation’s Ability To Peddle Influence Has Been Undermined By Trump And Russian Hackers…LOL!	news	1
596	BAD NEWS FOR OBAMA, Black Lives Matter Terror Group: New Gallop Poll Shows Love For Police Officers Surged In 2016…Near All-Time High	news	1
597	RUSSIA Mocks Sore Loser Obama For Trying To Destroy U.S.-Russian Relations Before Trump Takes Office [VIDEO]	news	1
598	HIV POSITIVE, CRACK SMOKING, Liberal Actor Charlie Sheen Wishes Death On Donald Trump…Gets DESTROYED On Twitter	news	1
599	FEEL GOOD STORY OF THE DAY: Globalist Billionaire George Soros Melt Down…Calls Trump “Con Artist”…Says He Threatens “Open Society Model”	news	1
600	PUBLIX Grocery Chain Directs All Stores To BLOCK National Enquirer Magazines With Trump On Cover [VIDEO]	news	1
601	VACATIONING LAME-DUCK OBAMA Ready To Announce Sanctions Against Russia	news	1
602	ACTOR WHO BLEW THROUGH $150 Million Fortune Is Worried Playing Ronald Reagan In Positive Light For Upcoming Movie Could Ruin His Career	news	1
603	OBAMA BRAGS About Hijacking 1.35 Million Acres In Utah, Nevada…Despite Opposition…Posts Wrong Picture Of Land	news	1
604	LOL! WAIT Till You See Why The Race-Obsessed Left Is Attacking “Tyler Perry’s House Of Payne” Actor For Posting This Picture On Social Media	news	1
605	ANGRY CONGRESS SET To Cut Off Funding To U.N…Threatens To Expel Palestinian Diplomats From U.S. Soil After Obama’s Final Assault On Israel	news	1
606	NO MORE MR. NICE GUY: TRUMP Takes Off The Gloves…HAMMERS Obama On Twitter	news	1
607	OBAMA SUPPORTER, Mayor Jim Fouts Allegedly Caught on Tape Trashing Mentally Disabled: They’re “Retards”…”Not Even Human Beings” Should Be “Put In Cages” [AUDIO]	news	1
608	IRRATIONAL GEORGETOWN PROFESSOR Has Month-Long Meltdown Over Fellow Muslim Professor Who Voted For Trump: “F*CK You!” [VIDEO]	news	1
609	DIRTY JOBS’ MIKE ROWE: Great Opportunities Out There That People Don’t Know Exist [Video]	news	1
610	HAWAIIAN RESTAURANT Gets Hammered With Negative Reviews After BANNING Trump Supporters: “You cannot eat here”	news	1
611	WHY DID 14 Massive Teen Mall Brawls, Including Gunfire Break Out Across America On The Day After Christmas? [VIDEO]	news	1
612	6 SYRIAN, 1 LIBYAN MIGRANT ARRESTED After Setting Sleeping Homeless Man On Fire	news	1
613	MUST WATCH: Kellyanne Conway PUNCHES BACK After Juan Williams Questioned How She Could Work And Raise 4 Kids: “I don’t play golf and I don’t have a mistress” [VIDEO]	news	1
614	SHERIFF CLARK Tweets Most BLISTERING Response Ever After Barack Obama Boasted He Would’ve Beaten Trump In Election	news	1
615	“ONE OF THE CORRUPT WOMEN IN CONGRESS” Says Democrats Are Too Nice…She Won’t Work With Trump [VIDEO]	news	1
616	OUCH! Paul Joseph Watson DESTROYS MTV’s Racist Propaganda Video: “Beyonce Cares So Much About ‘Black Issues’ That She Dyes Her Hair Blonde And Bleaches Her Skin To Try And Look As White As Possible” [VIDEO]	news	1
617	GIVE ‘EM HELL JESSE: Shouldn’t you Democrats start focusing on winning instead of whining? [Video]	news	1
618	OBAMA’S EMBARRASSING Farewell Interview: Mom Was “Hippie” But Shaved Her Legs…Promises To Take 5-Star Mooch On “Nice Vacation…She Deserves It”	news	1
619	‘YOU’RE A SEXIST PIG!’ FEMINIST BATTLES Tucker Carlson over IvankaGate [Video]	news	1
620	CNN CLOWN Who Cries About “FAKE NEWS” Uses Unverified Story To Push Islamaphobia Lie On Viewers [VIDEO]	news	1
621	WALMART Removes Controversial T-shirt But Black Lives Matter Tees Remain	news	1
622	EXPOSED: Why A Liberal’s Defense Of RADICAL ISLAM Is The Most Dangerous Kind Of Hypocrisy	news	1
623	OBAMA INSPIRED COP HATE UPDATE: TX Restaurant Manager Writes “FCK U” On Sheriff’s Receipt	news	1
624	BREAKING: LIBERAL MEDIA’S WORST NIGHTMARE Comes True…Kellyanne Conway Lands Top Position On Trump’s Team	news	1
625	LEFTIST BULLY ARTISTS Tell Ivanka Trump: “Get My Artwork Off Your Walls”…”I Am Embarrassed To Be Seen With You”	news	1
626	OHIO ELECTOR TORCHES Anti-Trump Letters He Received From Crybaby Liberals [Video]	news	1
627	FACEBOOK HIRES PORN STAR And Husband Accused Of Defrauding “Snopes” Website To “Fact-Check” Mostly Conservative Websites	news	1
628	ARMED BLACK PANTHERS March In Milwaukee: “Free us or you die, CRACKER!” [Video]	news	1
629	MUST WATCH: Barack Obama After January 20th…This Will Make Your Day!	news	1
630	MTV Releases Racist ‘Hey Fellow White Guy’s Video’…Social Media Goes Crazy! [Video]	news	1
631	NUT JOB GLENN BECK Joins Liberal, Foul-Mouthed Whack Job Samantha Bee In Unified Effort To Fight “TRUMPISM” [VIDEO]	news	1
632	FLORIDA SHERIFF Hysterically Shames Woman Busted For Stealing From TOYS FOR TOTS! [Video]	news	1
633	MUST WATCH! New VIDEO Emerges Of Hillary Leaving NYC After FINALLY Losing The Election For The Last Time	news	1
634	OHIO LOSER Brags About Abandoning Motorist In Snowstorm On Social Media Over Trump Bumper Sticker On Car…Goes Viral	news	1
635	HILLARY CLINTON FINALLY MAKES HISTORY…But It’s Not The Kind Of History She Was Hoping To Make	news	1
636	EX-FBI AGENT NAVY SEAL: “Russian Interference” Lie Spread By Intelligence Community Is Like Hitler’s Mein Kampf [Video]	news	1
637	HOLLYWOOD “ACTRESS” LENA DUNHAM: I ‘Haven’t Had an Abortion, But I Wish I Had’	news	1
638	BOOM! Trump Exposes Phony Michelle Obama…When She Went LOW With Oprah…Trump Went HIGH…Very High [VIDEO]	news	1
639	REVEALED: Who Gave Democratic Emails To Wikileaks And Why They Were A Leaker And NOT A Hacker [VIDEO]	news	1
640	LIBERAL LOSER Screams “This is my America!” After Electors Vote TRUMP [Video]	news	1
641	LIVE Electoral Vote Count Tallies…UPDATE: TRUMP 306, HILLARY 224	news	1
642	WOW! NATIONAL GEOGRAPHIC Gets Hammered With EXPLOSIVE Reactions To Latest Cover Featuring 9 Yr Old Transgender	news	1
643	THE COMMUNITY ORGANIZER Who Won’t Go Away: Obama Reportedly Setting Up Shadow Government In DC To Undermine Trump’s Presidency [VIDEO]	news	1
644	COLLEGE STUDENTS ASKED TO SIGN A Petition Canceling Christmas…Did They Agree? [Video]	news	1
645	WHY DECISION To Cut Off Gas Deliveries To Trump Supporters By Gas Co Owner In Maine Will Probably Destroy His Business [AUDIO]	news	1
646	MAN ROBS TAXPAYERS OF $1.4 Million In Food Stamp Scam…Using Fish!	news	1
647	MISLEADING MAINSTREAM MEDIA Is Pushing False Narrative That Trump Electors Could Steal Election From Him …Why It’s Not Gonna Happen…And Why Their Attack On Our Democracy Is A Really BAD Idea	news	1
648	BREAKING: GA, KY, WV Confirm They Suspect Obama’s DHS Hacked Their Election Networks [VIDEO]	news	1
649	FORBES LIST OF “The World’s Most Powerful People Of 2016” Is Out…And Obama’s Ranking Is Embarrassing	news	1
650	DESTROYED IN 10 SECONDS: Tucker Carlson EXPOSES Hypocrisy Of Liberal “MASH” Actor Who’s Asking Electors To BLOCK Trump From Becoming President [VIDEO]	news	1
651	FORGET ABOUT RUSSIA…Here’s What’s REALLY Affecting Our Elections: Pro-Hillary Detroit City Clerk…Hired ILLITERATE Poll Workers And MORE	news	1
652	OBAMA BLAMES RUSSIA For Hillary’s Loss, But NEW HARVARD STUDY Exposes Who REALLY Interfered In Outcome Of Our Elections	news	1
653	RUSSIA Tells Sore Loser Obama To Produce Some Proof [Russian hacking of emails] Or Stop Talking About It!…Trump Tweets Brilliant Response	news	1
654	CLASSLESS MICHELLE OBAMA Hits Trump With Outright Lie In Interview With Oprah [Video]	news	1
655	SCOTT BAIO FILES POLICE REPORT: Physically Attacked By Wife Of Famous Rock Band Member Over Support For Trump…Screamed Vulgarities In Front Of Kids At Elementary School Function	news	1
656	OBAMA POKES THE BEAR: ‘We Will’ Retaliate Against Russia For “Election Hacking”…RUNS OFF On 5-Star Family Vacation To Hawaii	news	1
657	SHERIFF ARPAIO Bombshell: Obama’s Birth Certificate Is A FAKE…Turning Over Evidence To Feds [VIDEO]	news	1
658	BREAKING: SEAN HANNITY Interviews Wikileaks’ Julian Assange…Proves He’s Still Alive: “Our source is NOT the Russian government”	news	1
659	BEST MELTDOWN OF 2016! TUCKER CARLSON BLASTS Senior “Writer” At Newsweek: “Was Trump In A Mental Hospital Or Not?…Answer The Question!” [VIDEO]	news	1
660	BREAKING: DETROIT NEWS REPORTS Potential New Evidence Of Massive Vote Tampering	news	1
661	WATCH Newest Addition To Trump’s Nat Security Council Explain To Imus Why She DIDN’T Defend Her Snarky Liberal Brother-In-Law Against On-Air Attack By Bill O’Reilly [VIDEO]	news	1
662	YOU’LL LOVE MIKE ROWE’S Awesome Response To Angry Liberal Claiming American Flag Is A ‘Mere Symbol’	news	1
663	EPIC CONSERVATIVE Take Down After CNN Ambush Of Radio Host [Video]	news	1
664	NIGHTMARE In Small Minneapolis Town…SOMALI IMMIGRANT In US For Less Than 3 Months CHARGED With RAPING Woman On Bus	news	1
665	POLITICO WRITER Suggests Trump Is Having Sex With Daughter Ivanka…Shows No Remorse…Politico FIRES Her	news	1
666	COLLEGE That Receives $280 Million In State, Federal Funds Offers “African American Resistance in the Era of Donald Trump” Class [VIDEO]	news	1
667	WHOOPIE GOLDBERG: Right To Abort Baby Same As Right To Celebrate Birth Of Jesus Christ [VIDEO]	news	1
668	GERMANY’S DEFENSE MINISTER Refuses To Wear Hijab During Saudi Arabia Visit…Says Trump’s Election Proves Political Correctness Has Been Rejected	news	1
669	NFL LEGEND Who Supported Hillary Leaves CNN Host Speechless Over Praise For Trump…People Who “called him names when he won”…”He reached back and brought them along with him. He held no grudges”[VIDEO]	news	1
670	TUCKER CARLSON Calls Out Professor On His Claim Russia Stole The Election [Video]	news	1
671	WOMEN IN FRANCE Fight Back After Muslim Men BAN Them From Sharing Public Spaces [VIDEO]	news	1
672	THE TRUTH ABOUT Why SORE LOSER Obama Is Using “Russian Hackers” Story [VIDEO]	news	1
673	BREAKING: TRUMP ANNOUNCES Nominee For Secretary Of State…Liberal Heads Explode!	news	1
674	RUSSIAN HACKERS? No, We Found What Lost The Election For Hillary [Video]	news	1
675	THE VIEW WOMEN Go Off The Rails: Trump ‘has to step down before the inauguration’ [Video]	news	1
676	WOW! TOMI LAHREN BLASTS Liberal Media For Trying To Label Conservative News As “Fake”…”Evolve Or DIE Mainstream Media” [VIDEO]	news	1
677	SCROOGE PASTOR HECKLES Kids Waiting In Line For Santa: “Santa Does Not Exist!” [Video]	news	1
678	“THE LEFT IS WILLING To Risk Civil War In America, Nuclear War With Russia Because They’re ‘Butt-hurt’ About Losing…Let That Sink In” [VIDEO]	news	1
679	WHAT’S MISSING? Microsoft ‘Holiday’ Ad Celebrates The Season In True Lefty Style [Video]	news	1
680	UK Diplomat Says He’s Met With DNC Leaker…They’re NOT Russian…They’re An Insider [VIDEO]	news	1
681	JILL STEIN CONCEDES Recount In Michigan In Bizarre Press Conference [VIDEO]	news	1
682	REINCE PRIEBUS Embarrasses Snarky NBC Meet The Press Host For Promoting FAKE Russian RNC Hacking Story [VIDEO]	news	1
683	FLASHBACK: Remember When Obama Was Caught Telling Russian President He’d Have “More Flexibility” After He Won Re-Election? [VIDEO]…Why Didn’t Anyone Question “Russian Interference” In His Defeat Of Mitt Romney Who Called Russia “Our Biggest Threat”?	news	1
684	KELLYANNE CONWAY Responds To DEATH THREATS Against Her After Hillary’s Communications Director Pens Hate-Filled, Inflammatory Washington Post Op-Ed [VIDEO]	news	1
685	RUSH Limbaugh DESTROYS Hillary With Montage Of LIES In VIRAL VIDEO After She Blamed “Fake News” For Her Loss	news	1
686	WAR HAWK, ANTI-TRUMPER RINOS Join Dems To Investigate Russian Influence In Election…Trump Says Russian Interference Claim Is “Ridiculous”[VIDEO]	news	1
687	KELLYANNE CONWAY Delivers KNOCK OUT Punch To Smug Jake Tapper At CNN Town Hall Forum [VIDEO]	news	1
688	Kellyanne Conway SHUTS DOWN ABC News Hack George Stephanopoulos After He Tries To Convince Viewers Trump Isn’t Legitimate President [VIDEO]	news	1
689	FAKE NEWS UPDATE: Newsweek Reporter Caught LYING About Trump Supporters Booing Late John Glenn Tries To Cover Tracks	news	1
690	MORE JOBS! DOW COMPANY CEO At MI Trump Rally: Announces New MI Plant: “We’re Not A ‘Red Tape’ Company, But A ‘Red Carpet’ Country For American Businesses”	news	1
691	MEGYN KELLY Reportedly Not Very Popular With FOX Staff…Book Sales Are “biggest loser since Hillary Clinton’s book [Hard Choices]”	news	1
692	HOW MANY DIFFERENT Ways Can Arrogant Liberals Say Donald Trump Will Never Be Elected As Our President? [VIDEO]	news	1
693	SHERIFF CLARKE BLASTS Liberal Crybaby Lawyer: “There Are Dead Cops Because Of Fake News Story [‘Hands Up Don’t Shoot’] Out Of Ferguson, Missouri” [VIDEO]	news	1
694	OOPS! OBAMA Tells Troops No Foreign Terror Attacks Happened On His Watch: Here’s Complete List Of RADICAL ISLAMIC TERROR Attacks On US Soil During His Presidency [VIDEO]	news	1
695	BLACK LAWYER, Editor Of Legal Website Writes: Black Jurors Should Automatically Vote To Free Any Black Person Accused Of Murdering, Committing Crime Against A White Person Regardless Of Evidence	news	1
696	NOT KIDDING! Serial Liar Brian Williams Blames “FAKE NEWS” For Hillary’s Loss On MSNBC Last Night [VIDEO]	news	1
697	WOW! GEORGIA Refused Election Cyber-Support From Obama’s DHS…Now Sec Of State Demands Answers After Claiming DHS Tried To Breach His Office’s Firewall	news	1
